,time (s),L_SEI_0 (mols/m^3),L_SEI_n_s (mols/m^3)
870,870.0,1e-09,1e-09
871,871.0,1e-09,1e-09
872,872.0,1e-09,1e-09
873,873.0,1e-09,1e-09
874,874.0,1e-09,1e-09
875,875.0,1e-09,1e-09
876,876.0,1e-09,1e-09
877,877.0,1e-09,1e-09
878,878.0,1e-09,1e-09
879,879.0,1e-09,1e-09
880,880.0,1e-09,1e-09
881,881.0,1e-09,1e-09
882,882.0,1e-09,1e-09
883,883.0,1e-09,1e-09
884,884.0,1e-09,1e-09
885,885.0,1e-09,1e-09
886,886.0,1e-09,1e-09
887,887.0,1e-09,1e-09
888,888.0,1e-09,1e-09
889,889.0,1e-09,1e-09
890,890.0,1e-09,1e-09
891,891.0,1e-09,1e-09
892,892.0,1e-09,1e-09
893,893.0,1e-09,1e-09
894,894.0,1e-09,1e-09
895,895.0,1e-09,1e-09
896,896.0,1e-09,1e-09
897,897.0,1e-09,1e-09
898,898.0,1e-09,1e-09
899,899.0,1e-09,1e-09
900,900.0,1e-09,1e-09
901,901.0,1e-09,1e-09
902,902.0,1e-09,1e-09
903,903.0,1e-09,1e-09
904,904.0,1e-09,1e-09
905,905.0,1e-09,1e-09
906,906.0,1e-09,1e-09
907,907.0,1e-09,1e-09
908,908.0,1e-09,1e-09
909,909.0,1e-09,1e-09
910,910.0,1e-09,1e-09
911,911.0,1e-09,1e-09
912,912.0,1e-09,1e-09
913,913.0,1e-09,1e-09
914,914.0,1e-09,1e-09
915,915.0,1e-09,1e-09
916,916.0,1e-09,1e-09
917,917.0,1e-09,1e-09
918,918.0,1e-09,1e-09
919,919.0,1e-09,1e-09
920,920.0,1e-09,1e-09
921,921.0,1e-09,1e-09
922,922.0,1e-09,1e-09
923,923.0,1e-09,1e-09
924,924.0,1e-09,1e-09
925,925.0,1e-09,1e-09
926,926.0,1e-09,1e-09
927,927.0,1e-09,1e-09
928,928.0,1e-09,1e-09
929,929.0,1e-09,1e-09
930,930.0,1e-09,1e-09
931,931.0,1e-09,1e-09
932,932.0,1e-09,1e-09
933,933.0,1e-09,1e-09
934,934.0,1e-09,1e-09
935,935.0,1e-09,1e-09
936,936.0,1e-09,1e-09
937,937.0,1e-09,1e-09
938,938.0,1e-09,1e-09
939,939.0,1e-09,1e-09
940,940.0,1e-09,1e-09
941,941.0,1e-09,1e-09
942,942.0,1e-09,1e-09
943,943.0,1e-09,1e-09
944,944.0,1e-09,1e-09
945,945.0,1e-09,1e-09
946,946.0,1e-09,1e-09
947,947.0,1e-09,1e-09
948,948.0,1e-09,1e-09
949,949.0,1e-09,1e-09
950,950.0,1e-09,1e-09
951,951.0,1e-09,1e-09
952,952.0,1e-09,1e-09
953,953.0,1e-09,1e-09
954,954.0,1e-09,1e-09
955,955.0,1e-09,1e-09
956,956.0,1e-09,1e-09
957,957.0,1e-09,1e-09
958,958.0,1e-09,1e-09
959,959.0,1e-09,1e-09
960,960.0,1e-09,1e-09
961,961.0,1e-09,1e-09
962,962.0,1e-09,1e-09
963,963.0,1e-09,1e-09
964,964.0,1e-09,1e-09
965,965.0,1e-09,1e-09
966,966.0,1e-09,1e-09
967,967.0,1e-09,1e-09
968,968.0,1e-09,1e-09
969,969.0,1e-09,1e-09
970,970.0,1e-09,1e-09
971,971.0,1e-09,1e-09
972,972.0,1e-09,1e-09
973,973.0,1e-09,1e-09
974,974.0,1e-09,1e-09
975,975.0,1e-09,1e-09
976,976.0,1e-09,1e-09
977,977.0,1e-09,1e-09
978,978.0,1e-09,1e-09
979,979.0,1e-09,1e-09
980,980.0,1e-09,1e-09
981,981.0,1e-09,1e-09
982,982.0,1e-09,1e-09
983,983.0,1e-09,1e-09
984,984.0,1e-09,1e-09
985,985.0,1e-09,1e-09
986,986.0,1e-09,1e-09
987,987.0,1e-09,1e-09
988,988.0,1e-09,1e-09
989,989.0,1e-09,1e-09
990,990.0,1e-09,1e-09
991,991.0,1e-09,1e-09
992,992.0,1e-09,1e-09
993,993.0,1e-09,1e-09
994,994.0,1e-09,1e-09
995,995.0,1e-09,1e-09
996,996.0,1e-09,1e-09
997,997.0,1e-09,1e-09
998,998.0,1e-09,1e-09
999,999.0,1e-09,1e-09
1000,1000.0,1e-09,1e-09
1001,1001.0,1e-09,1e-09
1002,1002.0,1e-09,1e-09
1003,1003.0,1e-09,1e-09
1004,1004.0,1e-09,1e-09
1005,1005.0,1e-09,1e-09
1006,1006.0,1e-09,1e-09
1007,1007.0,1e-09,1e-09
1008,1008.0,1e-09,1e-09
1009,1009.0,1e-09,1e-09
1010,1010.0,1e-09,1e-09
1011,1011.0,1e-09,1e-09
1012,1012.0,1e-09,1e-09
1013,1013.0,1e-09,1e-09
1014,1014.0,1e-09,1e-09
1015,1015.0,1e-09,1e-09
1016,1016.0,1e-09,1e-09
1017,1017.0,1e-09,1e-09
1018,1018.0,1e-09,1e-09
1019,1019.0,1e-09,1e-09
1020,1020.0,1e-09,1e-09
1021,1021.0,1e-09,1e-09
1022,1022.0,1e-09,1e-09
1023,1023.0,1e-09,1e-09
1024,1024.0,1e-09,1e-09
1025,1025.0,1e-09,1e-09
1026,1026.0,1e-09,1e-09
1027,1027.0,1e-09,1e-09
1028,1028.0,1e-09,1e-09
1029,1029.0,1e-09,1e-09
1030,1030.0,1e-09,1e-09
1031,1031.0,1e-09,1e-09
1032,1032.0,1e-09,1e-09
1033,1033.0,1e-09,1e-09
1034,1034.0,1e-09,1e-09
1035,1035.0,1e-09,1e-09
1036,1036.0,1e-09,1e-09
1037,1037.0,1e-09,1e-09
1038,1038.0,1e-09,1e-09
1039,1039.0,1e-09,1e-09
1040,1040.0,1e-09,1e-09
1041,1041.0,1e-09,1e-09
1042,1042.0,1e-09,1e-09
1043,1043.0,1e-09,1e-09
1044,1044.0,1e-09,1e-09
1045,1045.0,1e-09,1e-09
1046,1046.0,1e-09,1e-09
1047,1047.0,1e-09,1e-09
1048,1048.0,1e-09,1e-09
1049,1049.0,1e-09,1e-09
1050,1050.0,1e-09,1e-09
1051,1051.0,1e-09,1e-09
1052,1052.0,1e-09,1e-09
1053,1053.0,1e-09,1e-09
1054,1054.0,1e-09,1e-09
1055,1055.0,1e-09,1e-09
1056,1056.0,1e-09,1e-09
1057,1057.0,1e-09,1e-09
1058,1058.0,1e-09,1e-09
1059,1059.0,1e-09,1e-09
1060,1060.0,1e-09,1e-09
1061,1061.0,1e-09,1e-09
1062,1062.0,1e-09,1e-09
1063,1063.0,1e-09,1e-09
1064,1064.0,1e-09,1e-09
1065,1065.0,1e-09,1e-09
1066,1066.0,1e-09,1e-09
1067,1067.0,1e-09,1e-09
1068,1068.0,1e-09,1e-09
1069,1069.0,1e-09,1e-09
1070,1070.0,1e-09,1e-09
1071,1071.0,1e-09,1e-09
1072,1072.0,1e-09,1e-09
1073,1073.0,1e-09,1e-09
1074,1074.0,1e-09,1e-09
1075,1075.0,1e-09,1e-09
1076,1076.0,1e-09,1e-09
1077,1077.0,1e-09,1e-09
1078,1078.0,1e-09,1e-09
1079,1079.0,1e-09,1e-09
1080,1080.0,1e-09,1e-09
1081,1081.0,1e-09,1e-09
1082,1082.0,1e-09,1e-09
1083,1083.0,1e-09,1e-09
1084,1084.0,1e-09,1e-09
1085,1085.0,1e-09,1e-09
1086,1086.0,1e-09,1e-09
1087,1087.0,1e-09,1e-09
1088,1088.0,1e-09,1e-09
1089,1089.0,1e-09,1e-09
1090,1090.0,1e-09,1e-09
1091,1091.0,1e-09,1e-09
1092,1092.0,1e-09,1e-09
1093,1093.0,1e-09,1e-09
1094,1094.0,1e-09,1e-09
1095,1095.0,1e-09,1e-09
1096,1096.0,1e-09,1e-09
1097,1097.0,1e-09,1e-09
1098,1098.0,1e-09,1e-09
1099,1099.0,1e-09,1e-09
1100,1100.0,1e-09,1e-09
1101,1101.0,1e-09,1e-09
1102,1102.0,1e-09,1e-09
1103,1103.0,1e-09,1e-09
1104,1104.0,1e-09,1e-09
1105,1105.0,1e-09,1e-09
1106,1106.0,1e-09,1e-09
1107,1107.0,1e-09,1e-09
1108,1108.0,1e-09,1e-09
1109,1109.0,1e-09,1e-09
1110,1110.0,1e-09,1e-09
1111,1111.0,1e-09,1e-09
1112,1112.0,1e-09,1e-09
1113,1113.0,1e-09,1e-09
1114,1114.0,1e-09,1e-09
1115,1115.0,1e-09,1e-09
1116,1116.0,1e-09,1e-09
1117,1117.0,1e-09,1e-09
1118,1118.0,1e-09,1e-09
1119,1119.0,1e-09,1e-09
1120,1120.0,1e-09,1e-09
1121,1121.0,1e-09,1e-09
1122,1122.0,1e-09,1e-09
1123,1123.0,1e-09,1e-09
1124,1124.0,1e-09,1e-09
1125,1125.0,1e-09,1e-09
1126,1126.0,1e-09,1e-09
1127,1127.0,1e-09,1e-09
1128,1128.0,1e-09,1e-09
1129,1129.0,1e-09,1e-09
1130,1130.0,1e-09,1e-09
1131,1131.0,1e-09,1e-09
1132,1132.0,1e-09,1e-09
1133,1133.0,1e-09,1e-09
1134,1134.0,1e-09,1e-09
1135,1135.0,1e-09,1e-09
1136,1136.0,1e-09,1e-09
1137,1137.0,1e-09,1e-09
1138,1138.0,1e-09,1e-09
1139,1139.0,1e-09,1e-09
1140,1140.0,1e-09,1e-09
1141,1141.0,1e-09,1e-09
1142,1142.0,1e-09,1e-09
1143,1143.0,1e-09,1e-09
1144,1144.0,1e-09,1e-09
1145,1145.0,1e-09,1e-09
1146,1146.0,1e-09,1e-09
1147,1147.0,1e-09,1e-09
1148,1148.0,1e-09,1e-09
1149,1149.0,1e-09,1e-09
1150,1150.0,1e-09,1e-09
1151,1151.0,1e-09,1e-09
1152,1152.0,1e-09,1e-09
1153,1153.0,1e-09,1e-09
1154,1154.0,1e-09,1e-09
1155,1155.0,1e-09,1e-09
1156,1156.0,1e-09,1e-09
1157,1157.0,1e-09,1e-09
1158,1158.0,1e-09,1e-09
1159,1159.0,1e-09,1e-09
1160,1160.0,1e-09,1e-09
1161,1161.0,1e-09,1e-09
1162,1162.0,1e-09,1e-09
1163,1163.0,1e-09,1e-09
1164,1164.0,1e-09,1e-09
1165,1165.0,1e-09,1e-09
1166,1166.0,1e-09,1e-09
1167,1167.0,1e-09,1e-09
1168,1168.0,1e-09,1e-09
1169,1169.0,1e-09,1e-09
1170,1170.0,1e-09,1e-09
1171,1171.0,1e-09,1e-09
1172,1172.0,1e-09,1e-09
1173,1173.0,1e-09,1e-09
1174,1174.0,1e-09,1e-09
1175,1175.0,1e-09,1e-09
1176,1176.0,1e-09,1e-09
1177,1177.0,1e-09,1e-09
1178,1178.0,1e-09,1e-09
1179,1179.0,1e-09,1e-09
1180,1180.0,1e-09,1e-09
1181,1181.0,1e-09,1e-09
1182,1182.0,1e-09,1e-09
1183,1183.0,1e-09,1e-09
1184,1184.0,1e-09,1e-09
1185,1185.0,1e-09,1e-09
1186,1186.0,1e-09,1e-09
1187,1187.0,1e-09,1e-09
1188,1188.0,1e-09,1e-09
1189,1189.0,1e-09,1e-09
1190,1190.0,1e-09,1e-09
1191,1191.0,1e-09,1e-09
1192,1192.0,1e-09,1e-09
1193,1193.0,1e-09,1e-09
1194,1194.0,1e-09,1e-09
1195,1195.0,1e-09,1e-09
1196,1196.0,1e-09,1e-09
1197,1197.0,1e-09,1e-09
1198,1198.0,1e-09,1e-09
1199,1199.0,1e-09,1e-09
1200,1200.0,1e-09,1e-09
1201,1201.0,1e-09,1e-09
1202,1202.0,1e-09,1e-09
1203,1203.0,1e-09,1e-09
1204,1204.0,1e-09,1e-09
1205,1205.0,1e-09,1e-09
1206,1206.0,1e-09,1e-09
1207,1207.0,1e-09,1e-09
1208,1208.0,1e-09,1e-09
1209,1209.0,1e-09,1e-09
1210,1210.0,1e-09,1e-09
1211,1211.0,1e-09,1e-09
1212,1212.0,1e-09,1e-09
1213,1213.0,1e-09,1e-09
1214,1214.0,1e-09,1e-09
1215,1215.0,1e-09,1e-09
1216,1216.0,1e-09,1e-09
1217,1217.0,1e-09,1e-09
1218,1218.0,1e-09,1e-09
1219,1219.0,1e-09,1e-09
1220,1220.0,1e-09,1e-09
1221,1221.0,1e-09,1e-09
1222,1222.0,1e-09,1e-09
1223,1223.0,1e-09,1e-09
1224,1224.0,1e-09,1e-09
1225,1225.0,1e-09,1e-09
1226,1226.0,1e-09,1e-09
1227,1227.0,1e-09,1e-09
1228,1228.0,1e-09,1e-09
1229,1229.0,1e-09,1e-09
1230,1230.0,1e-09,1e-09
1231,1231.0,1e-09,1e-09
1232,1232.0,1e-09,1e-09
1233,1233.0,1e-09,1e-09
1234,1234.0,1e-09,1e-09
1235,1235.0,1e-09,1e-09
1236,1236.0,1e-09,1e-09
1237,1237.0,1e-09,1e-09
1238,1238.0,1e-09,1e-09
1239,1239.0,1e-09,1e-09
1240,1240.0,1e-09,1e-09
1241,1241.0,1e-09,1e-09
1242,1242.0,1e-09,1e-09
1243,1243.0,1e-09,1e-09
1244,1244.0,1e-09,1e-09
1245,1245.0,1e-09,1e-09
1246,1246.0,1e-09,1e-09
1247,1247.0,1e-09,1e-09
1248,1248.0,1e-09,1e-09
1249,1249.0,1e-09,1e-09
1250,1250.0,1e-09,1e-09
1251,1251.0,1e-09,1e-09
1252,1252.0,1e-09,1e-09
1253,1253.0,1e-09,1e-09
1254,1254.0,1e-09,1e-09
1255,1255.0,1e-09,1e-09
1256,1256.0,1e-09,1e-09
1257,1257.0,1e-09,1e-09
1258,1258.0,1e-09,1e-09
1259,1259.0,1e-09,1e-09
1260,1260.0,1e-09,1e-09
1261,1261.0,1e-09,1e-09
1262,1262.0,1e-09,1e-09
1263,1263.0,1e-09,1e-09
1264,1264.0,1e-09,1e-09
1265,1265.0,1e-09,1e-09
1266,1266.0,1e-09,1e-09
1267,1267.0,1e-09,1e-09
1268,1268.0,1e-09,1e-09
1269,1269.0,1e-09,1e-09
1270,1270.0,1e-09,1e-09
1271,1271.0,1e-09,1e-09
1272,1272.0,1e-09,1e-09
1273,1273.0,1e-09,1e-09
1274,1274.0,1e-09,1e-09
1275,1275.0,1e-09,1e-09
1276,1276.0,1e-09,1e-09
1277,1277.0,1e-09,1e-09
1278,1278.0,1e-09,1e-09
1279,1279.0,1e-09,1e-09
1280,1280.0,1e-09,1e-09
1281,1281.0,1e-09,1e-09
1282,1282.0,1e-09,1e-09
1283,1283.0,1e-09,1e-09
1284,1284.0,1e-09,1e-09
1285,1285.0,1e-09,1e-09
1286,1286.0,1e-09,1e-09
1287,1287.0,1e-09,1e-09
1288,1288.0,1e-09,1e-09
1289,1289.0,1e-09,1e-09
1290,1290.0,1e-09,1e-09
1291,1291.0,1e-09,1e-09
1292,1292.0,1e-09,1e-09
1293,1293.0,1e-09,1e-09
1294,1294.0,1e-09,1e-09
1295,1295.0,1e-09,1e-09
1296,1296.0,1e-09,1e-09
1297,1297.0,1e-09,1e-09
1298,1298.0,1e-09,1e-09
1299,1299.0,1e-09,1e-09
1300,1300.0,1e-09,1e-09
1301,1301.0,1e-09,1e-09
1302,1302.0,1e-09,1e-09
1303,1303.0,1e-09,1e-09
1304,1304.0,1e-09,1e-09
1305,1305.0,1e-09,1e-09
1306,1306.0,1e-09,1e-09
1307,1307.0,1e-09,1e-09
1308,1308.0,1e-09,1e-09
1309,1309.0,1e-09,1e-09
1310,1310.0,1e-09,1e-09
1311,1311.0,1e-09,1e-09
1312,1312.0,1e-09,1e-09
1313,1313.0,1e-09,1e-09
1314,1314.0,1e-09,1e-09
1315,1315.0,1e-09,1e-09
1316,1316.0,1e-09,1e-09
1317,1317.0,1e-09,1e-09
1318,1318.0,1e-09,1e-09
1319,1319.0,1e-09,1e-09
1320,1320.0,1e-09,1e-09
1321,1321.0,1e-09,1e-09
1322,1322.0,1e-09,1e-09
1323,1323.0,1e-09,1e-09
1324,1324.0,1e-09,1e-09
1325,1325.0,1e-09,1e-09
1326,1326.0,1e-09,1e-09
1327,1327.0,1e-09,1e-09
1328,1328.0,1e-09,1e-09
1329,1329.0,1e-09,1e-09
1330,1330.0,1e-09,1e-09
1331,1331.0,1e-09,1e-09
1332,1332.0,1e-09,1e-09
1333,1333.0,1e-09,1e-09
1334,1334.0,1e-09,1e-09
1335,1335.0,1e-09,1e-09
1336,1336.0,1e-09,1e-09
1337,1337.0,1e-09,1e-09
1338,1338.0,1e-09,1e-09
1339,1339.0,1e-09,1e-09
1340,1340.0,1e-09,1e-09
1341,1341.0,1e-09,1e-09
1342,1342.0,1e-09,1e-09
1343,1343.0,1e-09,1e-09
1344,1344.0,1e-09,1e-09
1345,1345.0,1e-09,1e-09
1346,1346.0,1e-09,1e-09
1347,1347.0,1e-09,1e-09
1348,1348.0,1e-09,1e-09
1349,1349.0,1e-09,1e-09
1350,1350.0,1e-09,1e-09
1351,1351.0,1e-09,1e-09
1352,1352.0,1e-09,1e-09
1353,1353.0,1e-09,1e-09
1354,1354.0,1e-09,1e-09
1355,1355.0,1e-09,1e-09
1356,1356.0,1e-09,1e-09
1357,1357.0,1e-09,1e-09
1358,1358.0,1e-09,1e-09
1359,1359.0,1e-09,1e-09
1360,1360.0,1e-09,1e-09
1361,1361.0,1e-09,1e-09
1362,1362.0,1e-09,1e-09
1363,1363.0,1e-09,1e-09
1364,1364.0,1e-09,1e-09
1365,1365.0,1e-09,1e-09
1366,1366.0,1e-09,1e-09
1367,1367.0,1e-09,1e-09
1368,1368.0,1e-09,1e-09
1369,1369.0,1e-09,1e-09
1370,1370.0,1e-09,1e-09
1371,1371.0,1e-09,1e-09
1372,1372.0,1e-09,1e-09
1373,1373.0,1e-09,1e-09
1374,1374.0,1e-09,1e-09
1375,1375.0,1e-09,1e-09
1376,1376.0,1e-09,1e-09
1377,1377.0,1e-09,1e-09
1378,1378.0,1e-09,1e-09
1379,1379.0,1e-09,1e-09
1380,1380.0,1e-09,1e-09
1381,1381.0,1e-09,1e-09
1382,1382.0,1e-09,1e-09
1383,1383.0,1e-09,1e-09
1384,1384.0,1e-09,1e-09
1385,1385.0,1e-09,1e-09
1386,1386.0,1e-09,1e-09
1387,1387.0,1e-09,1e-09
1388,1388.0,1e-09,1e-09
1389,1389.0,1e-09,1e-09
1390,1390.0,1e-09,1e-09
1391,1391.0,1e-09,1e-09
1392,1392.0,1e-09,1e-09
1393,1393.0,1e-09,1e-09
1394,1394.0,1e-09,1e-09
1395,1395.0,1e-09,1e-09
1396,1396.0,1e-09,1e-09
1397,1397.0,1e-09,1e-09
1398,1398.0,1e-09,1e-09
1399,1399.0,1e-09,1e-09
1400,1400.0,1e-09,1e-09
1401,1401.0,1e-09,1e-09
1402,1402.0,1e-09,1e-09
1403,1403.0,1e-09,1e-09
1404,1404.0,1e-09,1e-09
1405,1405.0,1e-09,1e-09
1406,1406.0,1e-09,1e-09
1407,1407.0,1e-09,1e-09
1408,1408.0,1e-09,1e-09
1409,1409.0,1e-09,1e-09
1410,1410.0,1e-09,1e-09
1411,1411.0,1e-09,1e-09
1412,1412.0,1e-09,1e-09
1413,1413.0,1e-09,1e-09
1414,1414.0,1e-09,1e-09
1415,1415.0,1e-09,1e-09
1416,1416.0,1e-09,1e-09
1417,1417.0,1e-09,1e-09
1418,1418.0,1e-09,1e-09
1419,1419.0,1e-09,1e-09
1420,1420.0,1e-09,1e-09
1421,1421.0,1e-09,1e-09
1422,1422.0,1e-09,1e-09
1423,1423.0,1e-09,1e-09
1424,1424.0,1e-09,1e-09
1425,1425.0,1e-09,1e-09
1426,1426.0,1e-09,1e-09
1427,1427.0,1e-09,1e-09
1428,1428.0,1e-09,1e-09
1429,1429.0,1e-09,1e-09
1430,1430.0,1e-09,1e-09
1431,1431.0,1e-09,1e-09
1432,1432.0,1e-09,1e-09
1433,1433.0,1e-09,1e-09
1434,1434.0,1e-09,1e-09
1435,1435.0,1e-09,1e-09
1436,1436.0,1e-09,1e-09
1437,1437.0,1e-09,1e-09
1438,1438.0,1e-09,1e-09
1439,1439.0,1e-09,1e-09
1440,1440.0,1e-09,1e-09
1441,1441.0,1e-09,1e-09
1442,1442.0,1e-09,1e-09
1443,1443.0,1e-09,1e-09
1444,1444.0,1e-09,1e-09
1445,1445.0,1e-09,1e-09
1446,1446.0,1e-09,1e-09
1447,1447.0,1e-09,1e-09
1448,1448.0,1e-09,1e-09
1449,1449.0,1e-09,1e-09
1450,1450.0,1e-09,1e-09
1451,1451.0,1e-09,1e-09
1452,1452.0,1e-09,1e-09
1453,1453.0,1e-09,1e-09
1454,1454.0,1e-09,1e-09
1455,1455.0,1e-09,1e-09
1456,1456.0,1e-09,1e-09
1457,1457.0,1e-09,1e-09
1458,1458.0,1e-09,1e-09
1459,1459.0,1e-09,1e-09
1460,1460.0,1e-09,1e-09
1461,1461.0,1e-09,1e-09
1462,1462.0,1e-09,1e-09
1463,1463.0,1e-09,1e-09
1464,1464.0,1e-09,1e-09
1465,1465.0,1e-09,1e-09
1466,1466.0,1e-09,1e-09
1467,1467.0,1e-09,1e-09
1468,1468.0,1e-09,1e-09
1469,1469.0,1e-09,1e-09
1470,1470.0,1e-09,1e-09
1471,1471.0,1e-09,1e-09
1472,1472.0,1e-09,1e-09
1473,1473.0,1e-09,1e-09
1474,1474.0,1e-09,1e-09
1475,1475.0,1e-09,1e-09
1476,1476.0,1e-09,1e-09
1477,1477.0,1e-09,1e-09
1478,1478.0,1e-09,1e-09
1479,1479.0,1e-09,1e-09
1480,1480.0,1e-09,1e-09
1481,1481.0,1e-09,1e-09
1482,1482.0,1e-09,1e-09
1483,1483.0,1e-09,1e-09
1484,1484.0,1e-09,1e-09
1485,1485.0,1e-09,1e-09
1486,1486.0,1e-09,1e-09
1487,1487.0,1e-09,1e-09
1488,1488.0,1e-09,1e-09
1489,1489.0,1e-09,1e-09
1490,1490.0,1e-09,1e-09
1491,1491.0,1e-09,1e-09
1492,1492.0,1e-09,1e-09
1493,1493.0,1e-09,1e-09
1494,1494.0,1e-09,1e-09
1495,1495.0,1e-09,1e-09
1496,1496.0,1e-09,1e-09
1497,1497.0,1e-09,1e-09
1498,1498.0,1e-09,1e-09
1499,1499.0,1e-09,1e-09
1500,1500.0,1e-09,1e-09
1501,1501.0,1e-09,1e-09
1502,1502.0,1e-09,1e-09
1503,1503.0,1e-09,1e-09
1504,1504.0,1e-09,1e-09
1505,1505.0,1e-09,1e-09
1506,1506.0,1e-09,1e-09
1507,1507.0,1e-09,1e-09
1508,1508.0,1e-09,1e-09
1509,1509.0,1e-09,1e-09
1510,1510.0,1e-09,1e-09
1511,1511.0,1e-09,1e-09
1512,1512.0,1e-09,1e-09
1513,1513.0,1e-09,1e-09
1514,1514.0,1e-09,1e-09
1515,1515.0,1e-09,1e-09
1516,1516.0,1e-09,1e-09
1517,1517.0,1e-09,1e-09
1518,1518.0,1e-09,1e-09
1519,1519.0,1e-09,1e-09
1520,1520.0,1e-09,1e-09
1521,1521.0,1e-09,1e-09
1522,1522.0,1e-09,1e-09
1523,1523.0,1e-09,1e-09
1524,1524.0,1e-09,1e-09
1525,1525.0,1e-09,1e-09
1526,1526.0,1e-09,1e-09
1527,1527.0,1e-09,1e-09
1528,1528.0,1e-09,1e-09
1529,1529.0,1e-09,1e-09
1530,1530.0,1e-09,1e-09
1531,1531.0,1e-09,1e-09
1532,1532.0,1e-09,1e-09
1533,1533.0,1e-09,1e-09
1534,1534.0,1e-09,1e-09
1535,1535.0,1e-09,1e-09
1536,1536.0,1e-09,1e-09
1537,1537.0,1e-09,1e-09
1538,1538.0,1e-09,1e-09
1539,1539.0,1e-09,1e-09
1540,1540.0,1e-09,1e-09
1541,1541.0,1e-09,1e-09
1542,1542.0,1e-09,1e-09
1543,1543.0,1e-09,1e-09
1544,1544.0,1e-09,1e-09
1545,1545.0,1e-09,1e-09
1546,1546.0,1e-09,1e-09
1547,1547.0,1e-09,1e-09
1548,1548.0,1e-09,1e-09
1549,1549.0,1e-09,1e-09
1550,1550.0,1e-09,1e-09
1551,1551.0,1e-09,1e-09
1552,1552.0,1e-09,1e-09
1553,1553.0,1e-09,1e-09
1554,1554.0,1e-09,1e-09
1555,1555.0,1e-09,1e-09
1556,1556.0,1e-09,1e-09
1557,1557.0,1e-09,1e-09
1558,1558.0,1e-09,1e-09
1559,1559.0,1e-09,1e-09
1560,1560.0,1e-09,1e-09
1561,1561.0,1e-09,1e-09
1562,1562.0,1e-09,1e-09
1563,1563.0,1e-09,1e-09
1564,1564.0,1e-09,1e-09
1565,1565.0,1e-09,1e-09
1566,1566.0,1e-09,1e-09
1567,1567.0,1e-09,1e-09
1568,1568.0,1e-09,1e-09
1569,1569.0,1e-09,1e-09
1570,1570.0,1e-09,1e-09
1571,1571.0,1e-09,1e-09
1572,1572.0,1e-09,1e-09
1573,1573.0,1e-09,1e-09
1574,1574.0,1e-09,1e-09
1575,1575.0,1e-09,1e-09
1576,1576.0,1e-09,1e-09
1577,1577.0,1e-09,1e-09
1578,1578.0,1e-09,1e-09
1579,1579.0,1e-09,1e-09
1580,1580.0,1e-09,1e-09
1581,1581.0,1e-09,1e-09
1582,1582.0,1e-09,1e-09
1583,1583.0,1e-09,1e-09
1584,1584.0,1e-09,1e-09
1585,1585.0,1e-09,1e-09
1586,1586.0,1e-09,1e-09
1587,1587.0,1e-09,1e-09
1588,1588.0,1e-09,1e-09
1589,1589.0,1e-09,1e-09
1590,1590.0,1e-09,1e-09
1591,1591.0,1e-09,1e-09
1592,1592.0,1e-09,1e-09
1593,1593.0,1e-09,1e-09
1594,1594.0,1e-09,1e-09
1595,1595.0,1e-09,1e-09
1596,1596.0,1e-09,1e-09
1597,1597.0,1e-09,1e-09
1598,1598.0,1e-09,1e-09
1599,1599.0,1e-09,1e-09
1600,1600.0,1e-09,1e-09
1601,1601.0,1e-09,1e-09
1602,1602.0,1e-09,1e-09
1603,1603.0,1e-09,1e-09
1604,1604.0,1e-09,1e-09
1605,1605.0,1e-09,1e-09
1606,1606.0,1e-09,1e-09
1607,1607.0,1e-09,1e-09
1608,1608.0,1e-09,1e-09
1609,1609.0,1e-09,1e-09
1610,1610.0,1e-09,1e-09
1611,1611.0,1e-09,1e-09
1612,1612.0,1e-09,1e-09
1613,1613.0,1e-09,1e-09
1614,1614.0,1e-09,1e-09
1615,1615.0,1e-09,1e-09
1616,1616.0,1e-09,1e-09
1617,1617.0,1e-09,1e-09
1618,1618.0,1e-09,1e-09
1619,1619.0,1e-09,1e-09
1620,1620.0,1e-09,1e-09
1621,1621.0,1e-09,1e-09
1622,1622.0,1e-09,1e-09
1623,1623.0,1e-09,1e-09
1624,1624.0,1e-09,1e-09
1625,1625.0,1e-09,1e-09
1626,1626.0,1e-09,1e-09
1627,1627.0,1e-09,1e-09
1628,1628.0,1e-09,1e-09
1629,1629.0,1e-09,1e-09
1630,1630.0,1e-09,1e-09
1631,1631.0,1e-09,1e-09
1632,1632.0,1e-09,1e-09
1633,1633.0,1e-09,1e-09
1634,1634.0,1e-09,1e-09
1635,1635.0,1e-09,1e-09
1636,1636.0,1e-09,1e-09
1637,1637.0,1e-09,1e-09
1638,1638.0,1e-09,1e-09
1639,1639.0,1e-09,1e-09
1640,1640.0,1e-09,1e-09
1641,1641.0,1e-09,1e-09
1642,1642.0,1e-09,1e-09
1643,1643.0,1e-09,1e-09
1644,1644.0,1e-09,1e-09
1645,1645.0,1e-09,1e-09
1646,1646.0,1e-09,1e-09
1647,1647.0,1e-09,1e-09
1648,1648.0,1e-09,1e-09
1649,1649.0,1e-09,1e-09
1650,1650.0,1e-09,1e-09
1651,1651.0,1e-09,1e-09
1652,1652.0,1e-09,1e-09
1653,1653.0,1e-09,1e-09
1654,1654.0,1e-09,1e-09
1655,1655.0,1e-09,1e-09
1656,1656.0,1e-09,1e-09
1657,1657.0,1e-09,1e-09
1658,1658.0,1e-09,1e-09
1659,1659.0,1e-09,1e-09
